,name,length,probability,prediction,vfam,pfam,diamond,label,score_euk_non_euk,pred_euk_non_euk,score_non_euk_virus,pred_non_euk_virus,score_virus_non_virus,pred_virus_non_virus,hybrid_probability,hybrid_prediction,tax_id,rank,tax_name,top_label,Class_x,Class_id_x,Prob_class_0_x,Prob_class_1_300k_full,Prob_class_2_x,Prob_class_3_x,Class_y,Class_id_y,Prob_class_0_y,Prob_class_1_3M_train,Prob_class_2_y,Prob_class_3_y,Class,Class_id,Prob_class_0,Prob_class_1_1M_combined,Prob_class_2,Prob_class_3,non_euk_label,micromonas_label,annotation_label,category
90800,NODE_8085_length_3162_cov_72.9903_g5588_i0,3162,0.999992018673,1.0,0.0,0.0,0.0,0.0,0.910026189941,1.0,0.999671478118,1.0,0.625792822058,1.0,0.953949121664,True,564608,no rank,Micromonas pusilla CCMP1545,Eukaryota,1.0,1.0,1.80651e-05,0.999705,0.000131964,0.000145137,1.0,1.0,0.00243409,0.903181,0.0315734,0.0628111,1.0,1.0,0.000185273,0.991161,0.00185563,0.00679774,False,True,with annotation,nonvirus
90804,NODE_8089_length_3160_cov_83.6403_g5592_i0,3160,0.209668086691,0.0,0.0,0.0,0.0,0.0,0.153663222914,0.0,0.999611174256,1.0,0.54885970313,1.0,0.179494495579,False,38832,genus,Micromonas,Eukaryota,1.0,1.0,0.00961197,0.79886,0.137972,0.053556,1.0,1.0,0.00602782,0.682109,0.177436,0.134427,1.0,1.0,0.00507587,0.89522,0.075039,0.0246653,False,True,with annotation,nonvirus
90805,NODE_8090_length_3160_cov_53.4132_g5593_i0,3160,0.999813797202,1.0,0.0,0.0,0.0,0.0,0.904620691702,1.0,0.999574200363,1.0,0.735090331651,1.0,0.951026944307,True,38832,genus,Micromonas,Eukaryota,1.0,1.0,0.000891412,0.987526,0.00406564,0.00751738,1.0,1.0,0.00647192,0.648371,0.0788901,0.266267,1.0,1.0,0.00092148,0.981517,0.00560483,0.0119568,False,True,with annotation,nonvirus
90806,NODE_8091_length_3160_cov_49.275_g5395_i1,3160,0.997107828973,1.0,0.0,0.0,0.0,0.0,0.0888079051697,0.0,0.976391370242,1.0,0.00488335319166,0.0,0.297575297226,False,38832,genus,Micromonas,Eukaryota,1.0,1.0,0.00602066,0.939511,0.0331676,0.0213004,1.0,1.0,0.00839242,0.654653,0.0889733,0.247981,1.0,1.0,0.00453579,0.921282,0.0392009,0.0349811,False,True,with annotation,nonvirus
90807,NODE_8092_length_3160_cov_22.762_g5594_i0,3160,0.999889191073,1.0,0.0,0.0,0.0,0.0,0.97044704981,1.0,0.96604684759,1.0,0.125706675117,0.0,0.985058128038,True,38832,genus,Micromonas,Eukaryota,1.0,1.0,0.000206052,0.994812,0.0024255,0.0025561,1.0,1.0,0.000605981,0.949833,0.0225026,0.0270581,1.0,1.0,0.0012308,0.977381,0.00614014,0.0152479,False,True,with annotation,nonvirus
90823,NODE_8108_length_3156_cov_54.2844_g5602_i0,3156,0.999830139341,1.0,0.0,0.0,0.0,0.0,0.0355522691594,0.0,0.997183507584,1.0,0.104105698773,0.0,0.188537079185,False,38832,genus,Micromonas,Eukaryota,1.0,1.0,0.000125114,0.996052,0.00278181,0.0010414,1.0,1.0,0.0006812,0.978959,0.0117731,0.00858714,1.0,1.0,0.00413267,0.95134,0.0215088,0.0230188,False,True,with annotation,nonvirus
90826,NODE_8111_length_3155_cov_35.9242_g5604_i0,3155,0.99996268008,1.0,0.0,0.0,0.0,0.0,0.728804908097,1.0,0.999437779145,1.0,0.82880479002,1.0,0.853684783252,True,296587,species,Micromonas commoda,Eukaryota,1.0,1.0,0.00110944,0.975,0.00543915,0.0184516,1.0,1.0,0.00334244,0.688577,0.0315172,0.276563,1.0,1.0,0.00234386,0.926168,0.00985468,0.0616339,False,True,with annotation,nonvirus
90831,NODE_8117_length_3154_cov_67.617_g5610_i0,3154,0.998146494945,1.0,0.0,0.0,0.0,0.0,0.000140882575374,0.0,0.999907922235,1.0,0.274135188525,0.0,0.0118583914933,False,38832,genus,Micromonas,Eukaryota,1.0,1.0,0.00202034,0.948895,0.0417938,0.00729083,1.0,1.0,0.00678996,0.654719,0.240847,0.097644,1.0,1.0,0.00801093,0.819013,0.130316,0.04266,False,True,with annotation,nonvirus
90834,NODE_8120_length_3154_cov_27.141_g5613_i0,3154,0.99658860282,1.0,0.0,0.0,0.0,0.0,0.00741806174462,0.0,0.999871481891,1.0,0.741216297584,1.0,0.0859811362434,False,296587,species,Micromonas commoda,Eukaryota,1.0,1.0,0.000368155,0.996254,0.00183055,0.001547,1.0,1.0,0.000138277,0.992872,0.00264856,0.00434068,1.0,1.0,0.000473543,0.992279,0.00233609,0.00491153,False,True,with annotation,nonvirus
90836,NODE_8122_length_3154_cov_16.707_g427_i2,3154,0.999247666263,1.0,0.0,0.0,0.0,0.0,0.963863623253,1.0,0.999768314262,1.0,0.926862268016,1.0,0.981396187139,True,296587,species,Micromonas commoda,Eukaryota,1.0,1.0,0.000921515,0.986104,0.00703191,0.0059428,1.0,1.0,0.0031664,0.788523,0.0475093,0.160801,1.0,1.0,0.0017029,0.967016,0.0149342,0.0163472,False,True,with annotation,nonvirus
90837,NODE_8123_length_3154_cov_16.5021_g5468_i1,3154,0.999792462138,1.0,0.0,0.0,0.0,0.0,0.896408672289,1.0,0.980284624302,1.0,0.0152222680501,0.0,0.946690357799,True,296587,species,Micromonas commoda,Eukaryota,1.0,1.0,0.00217734,0.966774,0.0112273,0.0198215,1.0,1.0,0.00314908,0.807746,0.0650599,0.124045,1.0,1.0,0.00217492,0.956207,0.0130013,0.0286164,False,True,with annotation,nonvirus
90839,NODE_8125_length_3153_cov_72.4445_g5588_i1,3153,0.999991937922,1.0,0.0,0.0,0.0,0.0,0.868842955561,1.0,0.999551435502,1.0,0.450158987331,0.0,0.932113700619,True,564608,no rank,Micromonas pusilla CCMP1545,Eukaryota,1.0,1.0,1.91759e-05,0.999694,0.000135475,0.000151717,1.0,1.0,0.00234268,0.905177,0.0314509,0.0610294,1.0,1.0,0.000214525,0.990042,0.00203657,0.00770649,False,True,with annotation,nonvirus
90847,NODE_8133_length_3152_cov_40.0533_g5620_i0,3152,0.76740751382,1.0,0.0,0.0,0.0,0.0,0.996890204544,1.0,0.148646309844,0.0,0.0309573673455,0.0,0.87465480815,True,296587,species,Micromonas commoda,Eukaryota,1.0,1.0,9.92733e-05,0.992733,0.00640764,0.000760045,1.0,1.0,0.000566545,0.964532,0.0225127,0.0123889,1.0,1.0,0.00176805,0.965288,0.0177812,0.0151624,False,True,with annotation,nonvirus
90851,NODE_8137_length_3151_cov_660.01_g5624_i0,3151,0.913757380489,1.0,0.0,0.0,0.0,0.0,0.999754187105,1.0,0.413051399931,0.0,0.169107027048,0.0,0.955789080887,True,38832,genus,Micromonas,Eukaryota,1.0,1.0,0.000621403,0.992714,0.00492031,0.00174486,1.0,1.0,0.000488319,0.985267,0.0096751,0.00456983,1.0,1.0,0.000450874,0.990926,0.00527265,0.00335089,False,True,with annotation,nonvirus
90852,NODE_8138_length_3151_cov_53.3175_g5625_i0,3151,0.911449445106,1.0,0.0,0.0,0.0,0.0,0.999550628959,1.0,0.586566524064,1.0,0.219981305925,0.0,0.954484083744,True,38832,genus,Micromonas,Eukaryota,1.0,1.0,0.0076447,0.862368,0.0792404,0.0507464,1.0,1.0,0.00954028,0.590115,0.190115,0.21023,1.0,1.0,0.00651376,0.890135,0.0636749,0.0396765,False,True,with annotation,nonvirus
90858,NODE_8144_length_3150_cov_29.3948_g5036_i1,3150,0.98698039785,1.0,0.0,0.0,0.0,0.0,0.00624386437496,0.0,0.986781974081,1.0,0.00467151988016,0.0,0.0785020493039,False,296587,species,Micromonas commoda,Eukaryota,1.0,1.0,0.000317959,0.994689,0.00268471,0.00230856,1.0,1.0,0.00273445,0.867077,0.0469165,0.0832719,1.0,1.0,0.00156315,0.968163,0.0116694,0.0186041,False,True,with annotation,nonvirus
90861,NODE_8147_length_3149_cov_815.423_g2808_i1,3149,0.998779504372,1.0,0.0,0.0,0.0,0.0,4.41048140528e-05,0.0,0.997866501104,1.0,0.00552093754618,0.0,0.0066370915558,False,38832,genus,Micromonas,Eukaryota,1.0,1.0,0.00855824,0.888639,0.0698412,0.0329614,1.0,1.0,0.00496205,0.798763,0.0966713,0.0996038,1.0,1.0,0.0111522,0.823157,0.0992625,0.0664285,False,True,with annotation,nonvirus
90862,NODE_8148_length_3149_cov_250.733_g5319_i1,3149,0.999860107176,1.0,0.0,0.0,0.0,0.0,0.0332902730341,0.0,0.998370402143,1.0,0.330770857943,0.0,0.182443459636,False,38832,genus,Micromonas,Eukaryota,1.0,1.0,0.00112958,0.988722,0.00672225,0.00342595,1.0,1.0,0.00181963,0.938571,0.0368155,0.0227942,1.0,1.0,0.00230422,0.962078,0.0231447,0.0124731,False,True,with annotation,nonvirus
90864,NODE_8150_length_3149_cov_61.3171_g126_i1,3149,0.993094408046,1.0,0.0,0.0,0.0,0.0,0.0523484027709,0.0,0.999389927142,1.0,0.474929713907,0.0,0.228006372854,False,38832,genus,Micromonas,Eukaryota,1.0,1.0,0.00196188,0.968913,0.0198065,0.00931824,1.0,1.0,0.000686951,0.959936,0.0275655,0.0118117,1.0,1.0,0.00309762,0.957116,0.0278651,0.0119212,False,True,with annotation,nonvirus
90882,NODE_8169_length_3146_cov_287.804_g4878_i1,3146,0.979321945525,1.0,0.0,0.0,0.0,0.0,0.0541532444864,0.0,0.97029361602,1.0,0.00794424182161,0.0,0.230289949296,False,38832,genus,Micromonas,Eukaryota,1.0,1.0,0.0036919,0.922953,0.0432662,0.0300887,1.0,1.0,0.0059192,0.680941,0.0938671,0.219272,1.0,1.0,0.00793805,0.875373,0.0736262,0.0430626,False,True,with annotation,nonvirus
90887,NODE_8174_length_3146_cov_37.0045_g5647_i0,3146,0.999009074884,1.0,0.0,0.0,0.0,0.0,0.324325361987,0.0,0.951773425561,1.0,0.0103137627004,0.0,0.569213474753,True,38832,genus,Micromonas,Eukaryota,1.0,1.0,0.00849811,0.855369,0.0924112,0.0437219,1.0,1.0,0.011942,0.481435,0.157277,0.349347,1.0,1.0,0.0120698,0.773267,0.110549,0.104114,False,True,with annotation,nonvirus
90891,NODE_8178_length_3145_cov_388.084_g5649_i0,3145,0.834150656899,1.0,0.0,0.0,0.0,0.0,0.999965706039,1.0,0.0329107632164,0.0,0.00607973688254,0.0,0.913302825228,True,38832,genus,Micromonas,Eukaryota,1.0,1.0,0.00125414,0.970549,0.00704574,0.0211508,3.0,3.0,0.00622657,0.129239,0.0205657,0.843969,1.0,1.0,0.00393925,0.909085,0.0244594,0.0625163,False,True,with annotation,nonvirus
90892,NODE_8179_length_3145_cov_365.69_g4797_i1,3145,0.999314764458,1.0,0.0,0.0,0.0,0.0,0.0113152775685,0.0,0.999871733496,1.0,0.67374671283,1.0,0.106336841867,False,38832,genus,Micromonas,Eukaryota,1.0,1.0,0.00114674,0.977313,0.0147007,0.00683937,1.0,1.0,0.00145572,0.938065,0.0294911,0.0309882,1.0,1.0,0.00108162,0.970433,0.0144658,0.0140193,False,True,with annotation,nonvirus
90893,NODE_8180_length_3145_cov_111.934_g5650_i0,3145,0.999601707795,1.0,0.0,0.0,0.0,0.0,0.00347255118843,0.0,0.999223344431,1.0,0.0484948592745,0.0,0.0589166198823,False,38832,genus,Micromonas,Eukaryota,1.0,1.0,0.000389401,0.994013,0.0039978,0.00160029,1.0,1.0,0.000792537,0.944292,0.0232649,0.031651,1.0,1.0,0.00168458,0.969975,0.0113912,0.0169493,False,True,with annotation,nonvirus
90905,NODE_8193_length_3143_cov_241.968_g5658_i0,3143,0.999977710653,1.0,0.0,0.0,0.0,0.0,0.0291420028784,0.0,0.935714471554,1.0,0.00120873334084,0.0,0.170708386795,False,38832,genus,Micromonas,Eukaryota,1.0,1.0,0.00134948,0.961476,0.0211804,0.0159943,1.0,1.0,0.00599397,0.658993,0.0649978,0.270015,1.0,1.0,0.00777648,0.814306,0.064198,0.11372,False,True,with annotation,nonvirus
90908,NODE_8196_length_3143_cov_43.6635_g5660_i0,3143,0.963364390085,1.0,0.0,0.0,0.0,0.0,0.335122642313,0.0,0.999862710321,1.0,0.957377649393,1.0,0.56819470247,True,296587,species,Micromonas commoda,Eukaryota,1.0,1.0,0.0183994,0.706158,0.133526,0.141917,3.0,3.0,0.0187435,0.191755,0.392595,0.396906,1.0,1.0,0.00907783,0.805854,0.0686172,0.116451,False,True,with annotation,nonvirus
90913,NODE_8201_length_3142_cov_151.176_g5663_i0,3142,0.815784498538,1.0,0.0,0.0,0.0,0.0,0.998982199098,1.0,0.414993176861,0.0,0.260587488693,0.0,0.90274813339,True,38832,genus,Micromonas,Eukaryota,1.0,1.0,3.26438e-05,0.999082,0.000477851,0.000407316,1.0,1.0,3.19743e-05,0.999143,0.000453652,0.000371779,1.0,1.0,0.00039084,0.995151,0.0020361,0.00242179,False,True,with annotation,nonvirus
90915,NODE_8203_length_3142_cov_42.6822_g3406_i2,3142,0.616400319577,1.0,0.0,0.0,0.0,0.0,0.0108452530295,0.0,0.999068194043,1.0,0.285842318974,0.0,0.0817619559042,False,296587,species,Micromonas commoda,Eukaryota,1.0,1.0,0.0103565,0.745691,0.163993,0.0799591,1.0,1.0,0.000648796,0.976402,0.0138719,0.00907684,1.0,1.0,0.00336077,0.936306,0.0441561,0.0161771,False,True,with annotation,nonvirus
90920,NODE_8208_length_3141_cov_242.144_g5658_i1,3141,0.999990243734,1.0,0.0,0.0,0.0,0.0,0.0256532642651,0.0,0.96530482473,1.0,0.00186248566304,0.0,0.160165583023,False,38832,genus,Micromonas,Eukaryota,1.0,1.0,0.00141716,0.956271,0.0245406,0.0177708,1.0,1.0,0.00618441,0.660861,0.0661776,0.266777,1.0,1.0,0.00801247,0.820819,0.0636985,0.10747,False,True,with annotation,nonvirus
90921,NODE_8209_length_3141_cov_132.898_g5666_i0,3141,0.999534866911,1.0,0.0,0.0,0.0,0.0,0.551960769553,1.0,0.999868934694,1.0,0.826968258917,1.0,0.742767819938,True,296587,species,Micromonas commoda,Eukaryota,1.0,1.0,0.000294425,0.99231,0.00456017,0.00283544,1.0,1.0,0.00126739,0.937821,0.0166722,0.044239,1.0,1.0,0.00223819,0.960675,0.0174151,0.0196719,False,True,with annotation,nonvirus
90922,NODE_8210_length_3141_cov_107.255_g5667_i0,3141,0.978875232384,1.0,0.0,0.0,0.0,0.0,0.10670051594,0.0,0.995943036251,1.0,0.102151758696,0.0,0.323181825504,False,38832,genus,Micromonas,Eukaryota,1.0,1.0,0.00278331,0.948559,0.0270787,0.0215791,1.0,1.0,0.00251599,0.889171,0.0468527,0.0614608,1.0,1.0,0.00296642,0.96582,0.0126124,0.0186012,False,True,with annotation,nonvirus
90934,NODE_8222_length_3140_cov_26.8386_g1342_i2,3140,0.982228396238,1.0,0.0,0.0,0.0,0.0,0.173740403114,0.0,0.989713944306,1.0,0.106926097991,0.0,0.413101388902,False,38832,genus,Micromonas,Eukaryota,1.0,1.0,0.00494695,0.891622,0.0643612,0.0390697,1.0,1.0,0.00932741,0.614647,0.223269,0.152756,1.0,1.0,0.00344627,0.932416,0.0417306,0.022407,False,True,with annotation,nonvirus
90937,NODE_8225_length_3139_cov_239.914_g5678_i0,3139,0.834214349259,1.0,0.0,0.0,0.0,0.0,0.728340735491,1.0,0.998967431718,1.0,0.629714897939,1.0,0.77948206695,True,38832,genus,Micromonas,Eukaryota,1.0,1.0,0.000421176,0.987335,0.00600678,0.00623671,1.0,1.0,0.0151261,0.441964,0.25368,0.289229,1.0,1.0,0.00436042,0.909087,0.0445258,0.042027,False,True,with annotation,nonvirus
90943,NODE_8231_length_3138_cov_146.942_g4666_i1,3138,0.553335319918,1.0,0.0,0.0,0.0,0.0,0.0266122099006,0.0,0.999921668031,1.0,0.854620361617,1.0,0.121348570981,False,296587,species,Micromonas commoda,Eukaryota,1.0,1.0,0.00793434,0.903078,0.0326095,0.0563778,1.0,1.0,0.00649525,0.571145,0.0891605,0.333199,1.0,1.0,0.00234916,0.963806,0.0110795,0.022765,False,True,with annotation,nonvirus
90944,NODE_8232_length_3138_cov_41.8404_g5683_i0,3138,0.997176300025,1.0,0.0,0.0,0.0,0.0,0.00195780818937,0.0,0.928535397856,1.0,0.00180846610239,0.0,0.0441846118738,False,296587,species,Micromonas commoda,Eukaryota,1.0,1.0,0.00114986,0.971175,0.0224546,0.00522049,1.0,1.0,0.00286749,0.827323,0.0801899,0.0896197,1.0,1.0,0.00212276,0.944959,0.0367192,0.0161994,False,True,with annotation,nonvirus
90953,NODE_8242_length_3137_cov_45.4695_g5688_i0,3137,0.999849054292,1.0,0.0,0.0,0.0,0.0,0.0017762734783,0.0,0.997806695385,1.0,0.0308441934181,0.0,0.0421426785746,False,38832,genus,Micromonas,Eukaryota,1.0,1.0,0.000134829,0.994341,0.0035773,0.00194682,1.0,1.0,0.000766571,0.968657,0.0126149,0.0179611,1.0,1.0,0.000819119,0.984687,0.00708612,0.00740767,False,True,with annotation,nonvirus
90957,NODE_8246_length_3136_cov_89.5437_g5691_i0,3136,0.999989799658,1.0,0.0,0.0,0.0,0.0,0.00881254121985,0.0,0.999604693496,1.0,0.421000357498,0.0,0.0938746575435,False,38832,genus,Micromonas,Eukaryota,1.0,1.0,0.00168429,0.946332,0.0210583,0.0309259,1.0,1.0,0.00148286,0.920923,0.032431,0.0451626,1.0,1.0,0.00217455,0.950485,0.0251594,0.0221815,False,True,with annotation,nonvirus
90960,NODE_8249_length_3136_cov_32.0386_g5694_i0,3136,0.9990420453,1.0,0.0,0.0,0.0,0.0,0.00942618379418,0.0,0.995737964262,1.0,0.144127896544,0.0,0.0970420215016,False,296587,species,Micromonas commoda,Eukaryota,1.0,1.0,0.00517447,0.915052,0.0365877,0.0431858,1.0,1.0,0.00574951,0.733126,0.0835672,0.177557,1.0,1.0,0.00757249,0.909103,0.0450965,0.0382283,False,True,with annotation,nonvirus
90976,NODE_8265_length_3133_cov_31.4269_g5706_i0,3133,0.999999708759,1.0,0.0,0.0,0.0,0.0,0.00259469426028,0.0,0.640242011644,1.0,7.08464799295e-05,0.0,0.0509381340903,False,296587,species,Micromonas commoda,Eukaryota,1.0,1.0,0.000252244,0.992258,0.00300267,0.00448725,1.0,1.0,0.000560022,0.968148,0.00875736,0.0225345,1.0,1.0,0.0051221,0.92649,0.0303821,0.0380056,False,True,with annotation,nonvirus
90978,NODE_8267_length_3132_cov_716.3_g4746_i1,3132,0.973139628139,1.0,0.0,0.0,0.0,0.0,0.000425312127094,0.0,0.997759321378,1.0,0.0254230466919,0.0,0.0203442396074,False,38832,genus,Micromonas,Eukaryota,1.0,1.0,0.00770731,0.895887,0.0642783,0.0321269,1.0,1.0,0.00881035,0.472561,0.108969,0.40966,1.0,1.0,0.00987553,0.785143,0.103905,0.101076,False,True,with annotation,nonvirus
90980,NODE_8269_length_3132_cov_52.6763_g5709_i0,3132,0.992557427382,1.0,0.0,0.0,0.0,0.0,0.845756430679,1.0,0.999127975027,1.0,0.533555184671,1.0,0.916221494523,True,38832,genus,Micromonas,Eukaryota,1.0,1.0,0.0031564,0.937155,0.0319042,0.0277842,1.0,1.0,0.00533173,0.755911,0.0970246,0.141732,1.0,1.0,0.00431843,0.924697,0.0363764,0.0346082,False,True,with annotation,nonvirus
91015,NODE_8306_length_3128_cov_27.5949_g5736_i0,3128,0.999879140995,1.0,0.0,0.0,0.0,0.0,0.00117264796784,0.0,0.994023076147,1.0,0.00485939391684,0.0,0.0342418784936,False,296587,species,Micromonas commoda,Eukaryota,1.0,1.0,0.00437125,0.943974,0.0277767,0.0238782,1.0,1.0,0.00537372,0.769954,0.0366958,0.187977,1.0,1.0,0.00606427,0.922103,0.02179,0.0500425,False,True,with annotation,nonvirus
91030,NODE_8321_length_3125_cov_72.8941_g5747_i0,3125,0.999987462677,1.0,0.0,0.0,0.0,0.0,0.82667715948,1.0,0.999847785401,1.0,0.992160819498,1.0,0.909212183795,True,38832,genus,Micromonas,Eukaryota,1.0,1.0,0.000127811,0.997362,0.0013895,0.00112065,1.0,1.0,0.000469037,0.982296,0.00915776,0.00807775,1.0,1.0,0.000426815,0.992156,0.00306988,0.0043473,False,True,with annotation,nonvirus
91031,NODE_8322_length_3125_cov_71.8811_g5748_i0,3125,0.983087018084,1.0,0.0,0.0,0.0,0.0,0.137966711611,0.0,0.997513049218,1.0,0.0854291848765,0.0,0.368284242281,False,38832,genus,Micromonas,Eukaryota,1.0,1.0,0.00242928,0.95965,0.0215778,0.0163432,1.0,1.0,0.00810094,0.540801,0.0696228,0.381475,1.0,1.0,0.00566493,0.901349,0.0378938,0.0550927,False,True,with annotation,nonvirus
91032,NODE_8323_length_3125_cov_57.3889_g3156_i1,3125,0.948919262838,1.0,0.0,0.0,0.0,0.0,0.36500015722,0.0,0.999948362396,1.0,0.968390358449,1.0,0.588519906312,True,564608,no rank,Micromonas pusilla CCMP1545,Eukaryota,1.0,1.0,0.00348485,0.951693,0.0170205,0.0278012,3.0,3.0,0.0144664,0.242584,0.25784,0.48511,1.0,1.0,0.00988981,0.859396,0.0463696,0.0843449,False,True,with annotation,nonvirus
91034,NODE_8325_length_3125_cov_42.2801_g5750_i0,3125,0.939239841767,1.0,0.0,0.0,0.0,0.0,0.00541497060329,0.0,0.833932242334,1.0,0.0117521384535,0.0,0.0713158897624,False,296587,species,Micromonas commoda,Eukaryota,1.0,1.0,0.00439259,0.878245,0.0775681,0.0397949,1.0,1.0,0.00321766,0.897118,0.0621461,0.0375183,1.0,1.0,0.00085105,0.988019,0.00617634,0.00495348,False,True,with annotation,nonvirus
91035,NODE_8326_length_3125_cov_41.6779_g5751_i0,3125,0.999982284772,1.0,0.0,0.0,0.0,0.0,0.0338648092124,0.0,0.998493759615,1.0,0.444381018325,0.0,0.1840223065,False,38832,genus,Micromonas,Eukaryota,1.0,1.0,5.37832e-05,0.999271,0.000347974,0.000326741,1.0,1.0,8.13642e-05,0.997356,0.0015129,0.00105013,1.0,1.0,0.000136178,0.998218,0.000698838,0.000947193,False,True,with annotation,nonvirus
91039,NODE_8330_length_3125_cov_12.4687_g5753_i0,3125,0.79878386228,1.0,0.0,0.0,0.0,0.0,0.996342025671,1.0,0.423465320357,0.0,0.141477491083,0.0,0.892110941205,True,296587,species,Micromonas commoda,Eukaryota,1.0,1.0,5.79284e-05,0.996365,0.00330426,0.000273154,1.0,1.0,0.00202002,0.903823,0.072489,0.0216675,1.0,1.0,0.00294326,0.913189,0.0724526,0.0114146,False,True,with annotation,nonvirus
91043,NODE_8333_length_3124_cov_641.373_g4742_i1,3124,0.997888825271,1.0,0.0,0.0,0.0,0.0,0.000540102445716,0.0,0.999794770965,1.0,0.21335208571,0.0,0.0232155593317,False,38832,genus,Micromonas,Eukaryota,1.0,1.0,0.00406122,0.874874,0.0849998,0.0360649,3.0,3.0,0.0155908,0.354851,0.23682,0.392738,1.0,1.0,0.00789482,0.802271,0.154265,0.0355688,False,True,with annotation,nonvirus
91046,NODE_8336_length_3124_cov_50.7537_g5403_i1,3124,0.999490058795,1.0,0.0,0.0,0.0,0.0,0.992727607438,1.0,0.98975051955,1.0,0.350050276324,0.0,0.996103094426,True,296587,species,Micromonas commoda,Eukaryota,1.0,1.0,0.00436816,0.927615,0.0292692,0.0387476,1.0,1.0,0.00386009,0.786225,0.0517209,0.158194,1.0,1.0,0.00422214,0.927535,0.0425995,0.0256437,False,True,with annotation,nonvirus
91052,NODE_8342_length_3123_cov_50.2539_g5762_i0,3123,0.95291282275,1.0,0.0,0.0,0.0,0.0,0.997733241361,1.0,0.400551289451,0.0,0.0493321476194,0.0,0.975065535939,True,296587,species,Micromonas commoda,Eukaryota,1.0,1.0,0.00578003,0.937501,0.0316253,0.0250938,1.0,1.0,0.0079034,0.565916,0.0623154,0.363865,1.0,1.0,0.00315812,0.926915,0.0273715,0.0425554,False,True,with annotation,nonvirus
91053,NODE_8343_length_3123_cov_31.0026_g3790_i1,3123,0.998754161035,1.0,0.0,0.0,0.0,0.0,0.0763729584451,0.0,0.999542802142,1.0,0.263253474548,0.0,0.276184376889,False,38832,genus,Micromonas,Eukaryota,1.0,1.0,0.00221295,0.951659,0.0182517,0.0278763,3.0,3.0,0.00825784,0.318015,0.0468822,0.626845,1.0,1.0,0.0089675,0.855347,0.0725902,0.0630954,False,True,with annotation,nonvirus
91061,NODE_8351_length_3121_cov_302.297_g3850_i2,3121,0.995296584589,1.0,0.0,0.0,0.0,0.0,0.259079553003,0.0,0.999509482504,1.0,0.516356502859,1.0,0.507800151872,True,296587,species,Micromonas commoda,Eukaryota,1.0,1.0,0.00223382,0.971061,0.018397,0.00830778,1.0,1.0,0.0108985,0.580788,0.174602,0.233711,1.0,1.0,0.00585158,0.928353,0.0365964,0.0291988,False,True,with annotation,nonvirus
91063,NODE_8353_length_3121_cov_42.6246_g5769_i0,3121,0.999771939683,1.0,0.0,0.0,0.0,0.0,0.493155395188,0.0,0.998502773356,1.0,0.644600265802,1.0,0.702170154601,True,38832,genus,Micromonas,Eukaryota,1.0,1.0,0.00363597,0.934888,0.0396491,0.0218272,1.0,1.0,0.00318046,0.876847,0.0487468,0.0712258,1.0,1.0,0.00674322,0.886836,0.0516594,0.0547615,False,True,with annotation,nonvirus
91068,NODE_8358_length_3120_cov_137.587_g5663_i1,3120,0.799554649184,1.0,0.0,0.0,0.0,0.0,0.999628286662,1.0,0.278781631853,0.0,0.265984931655,0.0,0.89401199324,True,38832,genus,Micromonas,Eukaryota,1.0,1.0,0.000161065,0.993926,0.00305343,0.00285911,1.0,1.0,0.000146987,0.994968,0.00264274,0.00224242,1.0,1.0,0.000508314,0.991591,0.00370549,0.00419478,False,True,with annotation,nonvirus
91071,NODE_8361_length_3120_cov_63.614_g5774_i0,3120,0.996447215799,1.0,0.0,0.0,0.0,0.0,0.0023369366488,0.0,0.998237309642,1.0,0.0694212953642,0.0,0.0482559220946,False,38832,genus,Micromonas,Eukaryota,1.0,1.0,0.00411164,0.846809,0.113479,0.0356006,1.0,1.0,0.00984718,0.506467,0.158394,0.325292,1.0,1.0,0.0118118,0.744857,0.122255,0.121076,False,True,with annotation,nonvirus
91087,NODE_8376_length_3119_cov_11.1175_g5782_i0,3119,0.999994182944,1.0,0.0,0.0,0.0,0.0,0.515147542518,1.0,0.999988052083,1.0,0.985332091551,1.0,0.717735707539,True,296587,species,Micromonas commoda,Eukaryota,1.0,1.0,0.000332914,0.992659,0.00200676,0.00500151,1.0,1.0,2.84809e-05,0.99857,0.00108396,0.000317394,1.0,1.0,0.000143431,0.995363,0.00176935,0.00272397,False,True,with annotation,nonvirus
91089,NODE_8378_length_3118_cov_89.1355_g5783_i0,3118,0.993332299124,1.0,0.0,0.0,0.0,0.0,0.00604764569455,0.0,0.999298428905,1.0,0.104565001139,0.0,0.0775069145435,False,38832,genus,Micromonas,Eukaryota,1.0,1.0,0.0013822,0.981686,0.00959074,0.00734078,1.0,1.0,0.00461483,0.820673,0.0514422,0.12327,1.0,1.0,0.00237984,0.968434,0.0136266,0.0155597,False,True,with annotation,nonvirus
91096,NODE_8384_length_3117_cov_630.832_g5787_i0,3117,0.999944051889,1.0,0.0,0.0,0.0,0.0,0.245929670952,0.0,0.971790536922,1.0,0.0163448821306,0.0,0.495899094223,False,38832,genus,Micromonas,Eukaryota,1.0,1.0,0.00102545,0.980647,0.00848028,0.00984755,1.0,1.0,0.000972435,0.938877,0.0299133,0.0302368,1.0,1.0,0.00258477,0.955838,0.0196064,0.0219712,False,True,with annotation,nonvirus
